Date,Has_Discount,Discount_Cards
06-02-2026,1,"Item_B on DB: 20% off, now €138.20 | Item_C on TGV: 15% off, now €148.35 | Item_D on TGV: 20% off, now €210.67 | Item_E on Eurostar: 25% off, now €233.10"
06-03-2024,1,"Item_B on TGV: 25% off, now €218.09 | Item_C on DB: 30% off, now €162.79 | Item_D on DB: 15% off, now €89.64 | Item_E on DB: 30% off, now €52.19"
06-03-2025,1,"Item_B on DB: 30% off, now €54.86 | Item_D on Thalys: 15% off, now €291.29 | Item_E on DB: 15% off, now €212.28"
06-03-2026,1,"Item_A on DB: 25% off, now €190.41 | Item_B on Thalys: 30% off, now €107.73 | Item_C on Eurostar: 25% off, now €207.59 | Item_D on Eurostar: 10% off, now €57.16 | Item_E on TGV: 15% off, now €126.76"
06-04-2024,1,"Item_A on DB: 30% off, now €213.87 | Item_B on TGV: 10% off, now €286.87 | Item_C on Thalys: 30% off, now €169.96 | Item_D on Eurostar: 15% off, now €206.57 | Item_E on DB: 25% off, now €263.78"
06-04-2025,1,"Item_C on TGV: 20% off, now €110.20 | Item_D on Thalys: 25% off, now €253.58 | Item_E on DB: 25% off, now €195.25"
06-04-2026,1,"Item_A on DB: 20% off, now €104.99 | Item_C on Thalys: 25% off, now €144.22 | Item_D on DB: 20% off, now €143.75 | Item_E on TGV: 30% off, now €174.52"
06-05-2024,1,"Item_A on DB: 15% off, now €269.33 | Item_C on DB: 10% off, now €135.29 | Item_E on DB: 25% off, now €66.35"
06-05-2025,1,"Item_A on Eurostar: 25% off, now €147.84 | Item_D on TGV: 20% off, now €243.74 | Item_E on Eurostar: 15% off, now €168.17"
06-05-2026,1,"Item_A on Thalys: 25% off, now €267.63 | Item_C on TGV: 10% off, now €283.35 | Item_E on Thalys: 30% off, now €218.99"
06-06-2024,1,"Item_B on Thalys: 10% off, now €267.83 | Item_C on Thalys: 15% off, now €214.31 | Item_D on DB: 15% off, now €276.15"
06-06-2025,1,"Item_B on DB: 15% off, now €95.80 | Item_C on Eurostar: 30% off, now €250.44 | Item_D on Thalys: 20% off, now €66.96 | Item_E on TGV: 10% off, now €65.62"
06-06-2026,1,"Item_A on TGV: 15% off, now €116.14 | Item_B on Eurostar: 20% off, now €241.57 | Item_C on TGV: 15% off, now €200.69"
06-07-2024,1,"Item_A on Thalys: 20% off, now €284.90 | Item_B on Thalys: 20% off, now €144.27 | Item_C on Thalys: 10% off, now €134.67 | Item_D on Eurostar: 15% off, now €97.87 | Item_E on Eurostar: 20% off, now €157.58"
06-07-2025,1,"Item_B on TGV: 30% off, now €223.82 | Item_C on Eurostar: 20% off, now €278.56 | Item_E on Eurostar: 20% off, now €143.13"
06-07-2026,1,"Item_A on Thalys: 10% off, now €105.77 | Item_B on TGV: 30% off, now €127.84 | Item_D on TGV: 20% off, now €100.13 | Item_E on Thalys: 10% off, now €130.64"
06-08-2024,1,"Item_A on Eurostar: 15% off, now €160.09 | Item_B on Eurostar: 15% off, now €216.81 | Item_D on TGV: 20% off, now €77.30"
06-08-2025,1,"Item_A on DB: 30% off, now €192.03 | Item_B on TGV: 10% off, now €186.58 | Item_D on Eurostar: 10% off, now €78.11 | Item_E on DB: 10% off, now €154.60"
06-08-2026,1,"Item_A on Thalys: 20% off, now €254.60 | Item_B on DB: 30% off, now €162.42 | Item_C on TGV: 10% off, now €79.04 | Item_D on Eurostar: 15% off, now €264.79 | Item_E on DB: 25% off, now €70.42"
06-09-2025,1,"Item_B on TGV: 15% off, now €121.73 | Item_D on DB: 30% off, now €224.02 | Item_E on Eurostar: 20% off, now €143.99"
06-09-2026,1,"Item_A on DB: 25% off, now €231.79 | Item_B on TGV: 25% off, now €167.04 | Item_C on TGV: 30% off, now €185.70 | Item_D on Thalys: 20% off, now €70.65 | Item_E on Eurostar: 15% off, now €266.91"
06-11-2024,1,"Item_A on DB: 25% off, now €148.71 | Item_D on Eurostar: 25% off, now €239.34 | Item_E on Eurostar: 10% off, now €127.24"
06-11-2025,1,"Item_A on Thalys: 30% off, now €101.73 | Item_B on Eurostar: 15% off, now €147.19 | Item_D on DB: 30% off, now €205.57 | Item_E on Thalys: 30% off, now €233.27"
06-12-2024,1,"Item_A on Thalys: 10% off, now €129.49 | Item_B on Eurostar: 30% off, now €237.81 | Item_C on Eurostar: 30% off, now €210.92 | Item_D on DB: 20% off, now €148.45"
06-12-2025,1,"Item_B on Thalys: 20% off, now €248.81 | Item_C on Thalys: 30% off, now €102.37 | Item_D on Thalys: 10% off, now €209.19 | Item_E on DB: 25% off, now €246.21"
07-01-2024,1,"Item_A on DB: 25% off, now €216.11 | Item_B on Thalys: 25% off, now €156.05 | Item_C on Thalys: 15% off, now €146.13 | Item_D on Eurostar: 15% off, now €262.32 | Item_E on DB: 30% off, now €79.36"
07-02-2024,1,"Item_A on Eurostar: 30% off, now €232.53 | Item_B on Eurostar: 15% off, now €242.93 | Item_C on DB: 15% off, now €109.27 | Item_D on DB: 15% off, now €169.91 | Item_E on Eurostar: 30% off, now €71.78"
07-02-2025,1,"Item_A on Eurostar: 10% off, now €287.93 | Item_B on DB: 30% off, now €282.29 | Item_C on TGV: 30% off, now €79.24"
07-02-2026,1,"Item_A on Thalys: 25% off, now €142.71 | Item_B on Eurostar: 20% off, now €234.11 | Item_D on Eurostar: 30% off, now €223.14 | Item_E on Eurostar: 20% off, now €178.34"
07-03-2024,1,"Item_A on DB: 25% off, now €289.39 | Item_B on DB: 30% off, now €270.02 | Item_C on DB: 30% off, now €203.42 | Item_D on Thalys: 10% off, now €98.86 | Item_E on DB: 25% off, now €221.88"
07-03-2025,1,"Item_B on Thalys: 30% off, now €70.17 | Item_D on Eurostar: 15% off, now €182.51 | Item_E on Thalys: 30% off, now €73.27"
07-03-2026,1,"Item_A on Eurostar: 30% off, now €253.47 | Item_B on Eurostar: 20% off, now €278.55 | Item_C on DB: 15% off, now €52.74 | Item_E on DB: 10% off, now €122.52"
07-04-2024,1,"Item_A on DB: 30% off, now €201.77 | Item_B on TGV: 25% off, now €114.11 | Item_D on Eurostar: 30% off, now €197.55 | Item_E on Thalys: 10% off, now €247.35"
07-04-2025,1,"Item_A on Thalys: 20% off, now €166.52 | Item_B on TGV: 20% off, now €134.77 | Item_C on TGV: 15% off, now €184.68 | Item_D on DB: 10% off, now €257.89 | Item_E on Thalys: 30% off, now €74.14"
07-05-2025,1,"Item_A on Eurostar: 30% off, now €73.07 | Item_C on Thalys: 30% off, now €193.74 | Item_D on DB: 30% off, now €284.62 | Item_E on DB: 10% off, now €162.42"
07-05-2026,1,"Item_A on TGV: 20% off, now €265.90 | Item_B on TGV: 10% off, now €296.43 | Item_C on TGV: 30% off, now €227.94 | Item_D on TGV: 10% off, now €130.87"
07-06-2024,1,"Item_A on DB: 20% off, now €290.58 | Item_C on TGV: 20% off, now €188.11 | Item_D on Thalys: 20% off, now €193.14 | Item_E on DB: 25% off, now €279.11"
07-06-2025,1,"Item_A on TGV: 30% off, now €269.27 | Item_B on Thalys: 20% off, now €261.60 | Item_D on Thalys: 30% off, now €238.85 | Item_E on TGV: 10% off, now €213.54"
07-06-2026,1,"Item_A on DB: 30% off, now €238.07 | Item_B on TGV: 10% off, now €206.67 | Item_C on DB: 20% off, now €96.79 | Item_D on DB: 20% off, now €137.31 | Item_E on DB: 20% off, now €249.87"
07-07-2024,1,"Item_A on DB: 15% off, now €209.65 | Item_B on Eurostar: 20% off, now €71.17 | Item_C on TGV: 10% off, now €222.35 | Item_D on TGV: 25% off, now €150.91 | Item_E on TGV: 20% off, now €238.38"
07-07-2025,1,"Item_A on TGV: 30% off, now €224.60 | Item_B on TGV: 30% off, now €152.08 | Item_C on TGV: 20% off, now €188.60 | Item_D on Eurostar: 15% off, now €212.84 | Item_E on Thalys: 25% off, now €111.33"
07-08-2025,1,"Item_B on DB: 15% off, now €77.32 | Item_D on Eurostar: 10% off, now €65.31 | Item_E on DB: 10% off, now €172.98"
07-08-2026,1,"Item_A on TGV: 25% off, now €274.32 | Item_B on Eurostar: 10% off, now €293.25 | Item_C on TGV: 20% off, now €298.60 | Item_D on TGV: 25% off, now €213.89 | Item_E on Eurostar: 20% off, now €235.23"
07-09-2024,1,"Item_A on DB: 20% off, now €286.91 | Item_C on Eurostar: 20% off, now €292.19 | Item_D on DB: 10% off, now €79.81 | Item_E on Eurostar: 30% off, now €278.77"
07-09-2025,1,"Item_A on Eurostar: 30% off, now €133.86 | Item_B on TGV: 10% off, now €240.91 | Item_C on Eurostar: 20% off, now €248.58 | Item_D on Thalys: 10% off, now €108.79 | Item_E on Thalys: 25% off, now €65.54"
07-09-2026,1,"Item_B on DB: 25% off, now €83.93 | Item_C on TGV: 20% off, now €152.35 | Item_E on Thalys: 30% off, now €210.95"
07-11-2025,1,"Item_A on Eurostar: 20% off, now €209.89 | Item_B on TGV: 20% off, now €234.80 | Item_E on Eurostar: 10% off, now €98.94"
07-12-2024,1,"Item_A on DB: 15% off, now €105.81 | Item_B on Eurostar: 25% off, now €148.38 | Item_C on TGV: 15% off, now €69.88 | Item_D on Eurostar: 15% off, now €208.41 | Item_E on Eurostar: 20% off, now €101.08"
07-12-2025,1,"Item_A on Eurostar: 25% off, now €269.25 | Item_B on DB: 15% off, now €201.54 | Item_D on Thalys: 30% off, now €245.54 | Item_E on TGV: 25% off, now €260.96"
08-01-2024,1,"Item_A on DB: 10% off, now €123.00 | Item_B on Thalys: 20% off, now €262.39 | Item_C on DB: 25% off, now €296.09 | Item_D on TGV: 10% off, now €89.95 | Item_E on Thalys: 15% off, now €65.81"
08-01-2025,1,"Item_A on TGV: 20% off, now €258.39 | Item_B on DB: 20% off, now €147.11 | Item_E on Eurostar: 15% off, now €211.45"
08-01-2026,1,"Item_B on DB: 15% off, now €199.35 | Item_C on Thalys: 10% off, now €218.67 | Item_E on Eurostar: 15% off, now €189.28"
08-02-2024,1,"Item_A on TGV: 25% off, now €241.60 | Item_C on Eurostar: 10% off, now €206.74 | Item_D on DB: 25% off, now €218.40"
08-02-2025,1,"Item_A on Eurostar: 15% off, now €296.91 | Item_C on TGV: 20% off, now €288.85 | Item_D on Eurostar: 15% off, now €120.25 | Item_E on TGV: 10% off, now €226.46"
08-02-2026,1,"Item_A on Eurostar: 25% off, now €200.27 | Item_B on Eurostar: 15% off, now €159.18 | Item_D on Thalys: 25% off, now €175.74 | Item_E on Eurostar: 15% off, now €105.45"
08-03-2024,1,"Item_A on Thalys: 20% off, now €298.03 | Item_B on Eurostar: 20% off, now €183.99 | Item_C on Eurostar: 15% off, now €147.46"
08-03-2025,1,"Item_A on Thalys: 15% off, now €276.32 | Item_C on TGV: 15% off, now €50.42 | Item_D on Thalys: 10% off, now €164.72"
08-03-2026,1,"Item_A on TGV: 25% off, now €285.99 | Item_B on TGV: 10% off, now €288.45 | Item_C on TGV: 15% off, now €108.24 | Item_D on TGV: 15% off, now €194.99 | Item_E on Thalys: 15% off, now €66.26"
08-04-2024,1,"Item_A on Eurostar: 10% off, now €93.44 | Item_B on Eurostar: 20% off, now €290.11 | Item_C on Eurostar: 15% off, now €215.26 | Item_D on Thalys: 15% off, now €278.78"
08-04-2025,1,"Item_B on Eurostar: 10% off, now €210.13 | Item_D on Eurostar: 25% off, now €173.67 | Item_E on Eurostar: 30% off, now €185.51"
08-05-2025,1,"Item_A on DB: 15% off, now €128.32 | Item_C on Thalys: 10% off, now €84.40 | Item_D on TGV: 20% off, now €269.63 | Item_E on DB: 10% off, now €235.80"
08-05-2026,1,"Item_A on Eurostar: 30% off, now €66.32 | Item_B on Eurostar: 10% off, now €172.73 | Item_C on DB: 20% off, now €246.43 | Item_D on Thalys: 20% off, now €243.32 | Item_E on Thalys: 25% off, now €124.16"
08-06-2024,1,"Item_A on TGV: 10% off, now €220.60 | Item_B on TGV: 10% off, now €194.69 | Item_C on Eurostar: 15% off, now €113.35 | Item_D on Eurostar: 15% off, now €208.47 | Item_E on Eurostar: 10% off, now €278.38"
08-06-2026,1,"Item_A on Eurostar: 15% off, now €277.61 | Item_B on TGV: 25% off, now €135.61 | Item_C on DB: 10% off, now €180.68 | Item_D on DB: 15% off, now €240.16 | Item_E on Thalys: 15% off, now €198.45"
08-07-2024,1,"Item_A on Eurostar: 25% off, now €247.94 | Item_B on TGV: 25% off, now €96.76 | Item_C on Thalys: 30% off, now €72.91 | Item_D on TGV: 30% off, now €183.91 | Item_E on DB: 10% off, now €292.16"
08-07-2026,1,"Item_A on DB: 30% off, now €166.41 | Item_B on DB: 10% off, now €285.14 | Item_D on TGV: 20% off, now €276.02 | Item_E on Thalys: 25% off, now €193.59"
08-09-2024,1,"Item_A on TGV: 30% off, now €224.57 | Item_B on DB: 25% off, now €145.17 | Item_E on Eurostar: 10% off, now €94.08"
08-09-2025,1,"Item_A on Thalys: 20% off, now €118.47 | Item_C on Thalys: 30% off, now €183.22 | Item_D on DB: 30% off, now €188.83 | Item_E on DB: 15% off, now €58.09"
08-09-2026,1,"Item_A on Eurostar: 25% off, now €54.12 | Item_B on TGV: 30% off, now €61.38 | Item_C on TGV: 15% off, now €141.68 | Item_D on DB: 30% off, now €274.70 | Item_E on Eurostar: 15% off, now €70.92"
08-10-2024,1,"Item_B on DB: 15% off, now €239.70 | Item_C on Eurostar: 25% off, now €203.68 | Item_D on Eurostar: 20% off, now €153.57"
08-10-2025,1,"Item_A on Eurostar: 30% off, now €114.63 | Item_C on Eurostar: 20% off, now €219.42 | Item_E on Eurostar: 30% off, now €137.49"
08-11-2024,1,"Item_A on Eurostar: 20% off, now €144.23 | Item_B on Eurostar: 15% off, now €86.10 | Item_C on TGV: 25% off, now €220.39 | Item_D on DB: 15% off, now €93.68 | Item_E on DB: 15% off, now €150.29"
08-11-2025,1,"Item_A on Eurostar: 15% off, now €155.07 | Item_C on Thalys: 25% off, now €135.47 | Item_E on Thalys: 25% off, now €248.29"
08-12-2025,1,"Item_A on DB: 10% off, now €193.90 | Item_C on DB: 30% off, now €167.83 | Item_D on TGV: 25% off, now €76.95 | Item_E on DB: 15% off, now €227.05"
09-01-2024,1,"Item_A on Thalys: 10% off, now €130.49 | Item_B on TGV: 25% off, now €190.62 | Item_C on DB: 15% off, now €52.05 | Item_E on Thalys: 30% off, now €140.29"
09-01-2025,1,"Item_A on TGV: 25% off, now €212.00 | Item_B on Eurostar: 25% off, now €66.36 | Item_C on DB: 20% off, now €261.42"
09-01-2026,1,"Item_A on Thalys: 15% off, now €126.36 | Item_B on Eurostar: 25% off, now €271.25 | Item_D on TGV: 30% off, now €147.82 | Item_E on Thalys: 25% off, now €94.36"
09-02-2024,1,"Item_A on Eurostar: 10% off, now €198.16 | Item_B on DB: 15% off, now €58.62 | Item_D on DB: 15% off, now €127.82 | Item_E on Eurostar: 30% off, now €241.35"
09-02-2026,1,"Item_B on DB: 10% off, now €162.10 | Item_C on DB: 10% off, now €93.32 | Item_D on Eurostar: 10% off, now €180.28"
09-03-2024,1,"Item_A on TGV: 15% off, now €146.49 | Item_B on DB: 20% off, now €81.34 | Item_C on Thalys: 20% off, now €253.10 | Item_D on TGV: 30% off, now €142.58 | Item_E on Eurostar: 10% off, now €208.74"
09-03-2025,1,"Item_A on Eurostar: 20% off, now €265.76 | Item_B on Thalys: 30% off, now €154.35 | Item_C on DB: 15% off, now €170.53 | Item_E on TGV: 15% off, now €166.97"
09-03-2026,1,"Item_A on TGV: 15% off, now €125.62 | Item_B on DB: 15% off, now €246.47 | Item_C on TGV: 20% off, now €147.25 | Item_D on DB: 25% off, now €221.41 | Item_E on DB: 10% off, now €206.59"
09-04-2024,1,"Item_B on TGV: 30% off, now €284.68 | Item_D on Eurostar: 10% off, now €83.00 | Item_E on DB: 25% off, now €55.86"
09-04-2025,1,"Item_A on Thalys: 15% off, now €231.97 | Item_C on Eurostar: 30% off, now €238.02 | Item_D on Thalys: 20% off, now €290.46"
09-04-2026,1,"Item_A on Thalys: 20% off, now €273.26 | Item_B on TGV: 25% off, now €268.96 | Item_C on DB: 25% off, now €173.36 | Item_D on Eurostar: 25% off, now €142.03 | Item_E on Thalys: 10% off, now €231.32"
09-05-2024,1,"Item_A on TGV: 30% off, now €264.54 | Item_C on TGV: 30% off, now €181.27 | Item_D on Thalys: 15% off, now €174.10 | Item_E on Thalys: 30% off, now €77.96"
09-05-2025,1,"Item_B on DB: 25% off, now €138.28 | Item_D on Thalys: 15% off, now €105.11 | Item_E on DB: 30% off, now €247.02"
09-05-2026,1,"Item_A on Thalys: 30% off, now €73.65 | Item_C on TGV: 20% off, now €251.18 | Item_E on TGV: 20% off, now €141.58"
09-06-2024,1,"Item_A on Eurostar: 25% off, now €180.15 | Item_B on TGV: 30% off, now €244.17 | Item_D on TGV: 30% off, now €241.70 | Item_E on TGV: 30% off, now €90.51"
09-06-2025,1,"Item_A on TGV: 10% off, now €71.40 | Item_C on Thalys: 10% off, now €206.91 | Item_D on TGV: 15% off, now €257.29"
09-07-2024,1,"Item_B on Eurostar: 25% off, now €77.62 | Item_D on TGV: 20% off, now €250.45 | Item_E on DB: 20% off, now €271.91"
09-07-2025,1,"Item_A on Thalys: 20% off, now €138.69 | Item_B on TGV: 30% off, now €56.94 | Item_C on Eurostar: 15% off, now €245.82 | Item_D on Thalys: 25% off, now €266.69 | Item_E on DB: 25% off, now €278.64"
09-07-2026,1,"Item_A on Eurostar: 10% off, now €126.65 | Item_B on TGV: 10% off, now €108.81 | Item_C on DB: 10% off, now €260.16 | Item_D on DB: 20% off, now €286.92 | Item_E on Thalys: 25% off, now €64.04"
09-08-2024,1,"Item_A on Thalys: 30% off, now €240.75 | Item_B on Thalys: 25% off, now €178.26 | Item_C on TGV: 30% off, now €110.15 | Item_D on Thalys: 30% off, now €278.48 | Item_E on TGV: 15% off, now €106.16"
09-08-2025,1,"Item_A on DB: 20% off, now €114.08 | Item_B on DB: 25% off, now €181.94 | Item_D on DB: 20% off, now €286.89"
09-08-2026,1,"Item_A on TGV: 30% off, now €244.98 | Item_B on Eurostar: 15% off, now €90.74 | Item_C on Thalys: 30% off, now €290.93 | Item_D on Thalys: 20% off, now €99.92 | Item_E on TGV: 30% off, now €149.40"
09-09-2024,1,"Item_A on Thalys: 10% off, now €266.71 | Item_B on Eurostar: 20% off, now €159.86 | Item_C on Thalys: 15% off, now €97.77 | Item_D on TGV: 30% off, now €54.89 | Item_E on Eurostar: 10% off, now €54.03"
09-09-2026,1,"Item_A on DB: 10% off, now €216.50 | Item_B on DB: 15% off, now €194.43 | Item_D on Thalys: 15% off, now €90.64 | Item_E on Eurostar: 20% off, now €209.62"
09-10-2024,1,"Item_B on Thalys: 25% off, now €129.21 | Item_C on DB: 25% off, now €107.64 | Item_D on TGV: 25% off, now €75.20 | Item_E on Thalys: 25% off, now €247.67"
09-10-2025,1,"Item_A on TGV: 20% off, now €280.60 | Item_C on DB: 20% off, now €171.89 | Item_D on Eurostar: 15% off, now €244.32 | Item_E on DB: 25% off, now €144.08"
09-11-2024,1,"Item_C on DB: 20% off, now €157.51 | Item_D on Thalys: 10% off, now €232.18 | Item_E on Thalys: 10% off, now €174.78"
09-11-2025,1,"Item_B on TGV: 15% off, now €264.09 | Item_C on Thalys: 15% off, now €137.31 | Item_D on Thalys: 25% off, now €93.30 | Item_E on Thalys: 20% off, now €251.59"
09-12-2024,1,"Item_B on DB: 20% off, now €190.08 | Item_C on TGV: 15% off, now €143.29 | Item_E on Thalys: 15% off, now €135.68"
09-12-2025,1,"Item_A on Eurostar: 30% off, now €297.57 | Item_C on Thalys: 15% off, now €93.09 | Item_D on DB: 10% off, now €259.34"
10-01-2024,1,"Item_B on Eurostar: 10% off, now €262.78 | Item_D on Eurostar: 20% off, now €89.26 | Item_E on Thalys: 30% off, now €122.69"
10-01-2025,1,"Item_A on TGV: 25% off, now €231.60 | Item_B on Thalys: 30% off, now €235.93 | Item_C on Thalys: 10% off, now €151.65 | Item_D on DB: 10% off, now €143.44 | Item_E on TGV: 15% off, now €168.81"
10-01-2026,1,"Item_A on TGV: 30% off, now €217.24 | Item_B on Eurostar: 25% off, now €120.61 | Item_C on DB: 25% off, now €77.60 | Item_D on Eurostar: 20% off, now €251.76 | Item_E on Eurostar: 15% off, now €86.24"
10-02-2024,1,"Item_A on Eurostar: 15% off, now €72.60 | Item_B on DB: 20% off, now €285.95 | Item_C on Thalys: 10% off, now €113.11 | Item_D on Eurostar: 25% off, now €63.36 | Item_E on Thalys: 20% off, now €107.55"
10-02-2025,1,"Item_B on TGV: 25% off, now €184.76 | Item_C on Eurostar: 25% off, now €105.66 | Item_D on Thalys: 25% off, now €182.60 | Item_E on TGV: 20% off, now €70.62"
10-03-2024,1,"Item_A on Thalys: 30% off, now €162.99 | Item_B on TGV: 25% off, now €201.12 | Item_C on Eurostar: 25% off, now €286.52 | Item_D on Thalys: 20% off, now €247.30 | Item_E on TGV: 15% off, now €147.50"
10-03-2025,1,"Item_B on DB: 30% off, now €290.94 | Item_C on Thalys: 30% off, now €199.61 | Item_D on TGV: 30% off, now €161.68 | Item_E on Eurostar: 10% off, now €76.30"
10-03-2026,1,"Item_A on DB: 10% off, now €264.33 | Item_B on DB: 15% off, now €282.82 | Item_C on DB: 10% off, now €224.08 | Item_D on DB: 30% off, now €264.63"
10-04-2024,1,"Item_A on Thalys: 20% off, now €110.89 | Item_B on Thalys: 30% off, now €135.42 | Item_C on DB: 20% off, now €219.09 | Item_D on DB: 20% off, now €190.17 | Item_E on Thalys: 15% off, now €262.65"
10-04-2025,1,"Item_A on Thalys: 15% off, now €176.81 | Item_C on Eurostar: 25% off, now €250.42 | Item_D on Eurostar: 30% off, now €58.00 | Item_E on DB: 30% off, now €217.66"
10-04-2026,1,"Item_A on Eurostar: 20% off, now €128.90 | Item_B on DB: 10% off, now €92.04 | Item_C on Eurostar: 10% off, now €174.58 | Item_D on Eurostar: 25% off, now €103.41 | Item_E on TGV: 10% off, now €50.38"
10-05-2024,1,"Item_A on Eurostar: 20% off, now €91.75 | Item_B on DB: 20% off, now €105.59 | Item_C on TGV: 15% off, now €95.62 | Item_D on Eurostar: 15% off, now €199.99 | Item_E on DB: 25% off, now €204.44"
10-05-2025,1,"Item_A on Eurostar: 10% off, now €241.84 | Item_B on Thalys: 30% off, now €258.84 | Item_D on DB: 25% off, now €152.29"
10-06-2024,1,"Item_A on DB: 20% off, now €81.79 | Item_B on Eurostar: 10% off, now €289.80 | Item_C on DB: 25% off, now €130.66 | Item_D on TGV: 25% off, now €99.43 | Item_E on Eurostar: 20% off, now €257.82"
10-06-2025,1,"Item_B on TGV: 30% off, now €210.51 | Item_C on DB: 20% off, now €64.52 | Item_D on DB: 15% off, now €270.83 | Item_E on DB: 20% off, now €151.39"
10-06-2026,1,"Item_A on DB: 20% off, now €63.52 | Item_B on TGV: 25% off, now €65.68 | Item_C on Thalys: 30% off, now €171.82 | Item_D on Thalys: 25% off, now €54.42 | Item_E on Eurostar: 30% off, now €61.39"
10-07-2024,1,"Item_A on Eurostar: 30% off, now €109.89 | Item_B on DB: 15% off, now €155.46 | Item_C on Thalys: 20% off, now €157.91 | Item_D on Eurostar: 10% off, now €286.25 | Item_E on Eurostar: 10% off, now €251.55"
10-07-2025,1,"Item_A on Eurostar: 25% off, now €262.20 | Item_B on Thalys: 30% off, now €189.72 | Item_C on Eurostar: 15% off, now €193.84 | Item_D on Eurostar: 30% off, now €178.17 | Item_E on Thalys: 30% off, now €125.79"
10-07-2026,1,"Item_B on Eurostar: 10% off, now €250.43 | Item_C on DB: 10% off, now €255.50 | Item_D on Eurostar: 30% off, now €292.31 | Item_E on DB: 30% off, now €297.67"
10-08-2024,1,"Item_A on DB: 25% off, now €150.24 | Item_B on TGV: 25% off, now €136.60 | Item_C on Eurostar: 25% off, now €84.94 | Item_D on DB: 30% off, now €265.85"
10-08-2026,1,"Item_A on TGV: 25% off, now €286.91 | Item_B on DB: 25% off, now €195.59 | Item_D on TGV: 10% off, now €140.71 | Item_E on Eurostar: 20% off, now €221.44"
10-09-2024,1,"Item_A on DB: 10% off, now €288.24 | Item_C on Eurostar: 25% off, now €292.81 | Item_E on Eurostar: 25% off, now €63.75"
10-09-2026,1,"Item_A on Eurostar: 30% off, now €130.55 | Item_B on TGV: 25% off, now €256.45 | Item_D on Thalys: 25% off, now €199.05 | Item_E on Eurostar: 25% off, now €175.15"
10-10-2024,1,"Item_A on Eurostar: 20% off, now €100.17 | Item_B on Thalys: 20% off, now €168.49 | Item_D on DB: 25% off, now €288.00 | Item_E on Eurostar: 25% off, now €80.74"
10-10-2025,1,"Item_A on TGV: 15% off, now €248.43 | Item_C on Eurostar: 30% off, now €234.52 | Item_D on TGV: 25% off, now €287.16 | Item_E on TGV: 20% off, now €258.01"
10-11-2024,1,"Item_A on DB: 30% off, now €270.43 | Item_B on Thalys: 30% off, now €216.11 | Item_C on TGV: 25% off, now €222.29 | Item_D on Eurostar: 20% off, now €171.24 | Item_E on Eurostar: 15% off, now €99.01"
10-11-2025,1,"Item_A on TGV: 25% off, now €206.35 | Item_B on TGV: 25% off, now €118.02 | Item_C on DB: 10% off, now €158.98 | Item_D on TGV: 30% off, now €163.82 | Item_E on Thalys: 25% off, now €176.12"
10-12-2024,1,"Item_A on TGV: 30% off, now €182.81 | Item_B on DB: 15% off, now €71.25 | Item_C on TGV: 25% off, now €87.93 | Item_D on TGV: 15% off, now €59.75 | Item_E on Thalys: 25% off, now €216.28"
10-12-2025,1,"Item_A on Thalys: 15% off, now €76.30 | Item_B on Eurostar: 15% off, now €268.33 | Item_C on Thalys: 15% off, now €285.13 | Item_D on DB: 25% off, now €188.60 | Item_E on Eurostar: 30% off, now €252.04"
11-01-2024,1,"Item_B on TGV: 10% off, now €291.30 | Item_D on DB: 15% off, now €173.71 | Item_E on Thalys: 15% off, now €76.72"
11-01-2025,1,"Item_A on Thalys: 25% off, now €231.43 | Item_B on DB: 10% off, now €185.17 | Item_C on Thalys: 25% off, now €193.30 | Item_D on Eurostar: 10% off, now €193.51 | Item_E on TGV: 10% off, now €250.66"
11-02-2024,1,"Item_B on Eurostar: 30% off, now €294.11 | Item_C on Thalys: 25% off, now €81.24 | Item_D on TGV: 30% off, now €121.10"
11-02-2025,1,"Item_B on TGV: 25% off, now €96.55 | Item_C on Thalys: 25% off, now €191.73 | Item_D on TGV: 20% off, now €279.93"
11-02-2026,1,"Item_A on Thalys: 30% off, now €81.78 | Item_C on Thalys: 25% off, now €128.72 | Item_E on Eurostar: 25% off, now €120.26"
11-03-2024,1,"Item_A on Thalys: 15% off, now €164.02 | Item_B on Eurostar: 30% off, now €104.93 | Item_C on TGV: 25% off, now €275.31 | Item_D on Thalys: 25% off, now €295.46 | Item_E on Eurostar: 20% off, now €230.25"
11-03-2025,1,"Item_A on Thalys: 30% off, now €252.64 | Item_C on DB: 15% off, now €273.31 | Item_D on TGV: 20% off, now €94.57"
11-03-2026,1,"Item_B on TGV: 20% off, now €232.38 | Item_D on Eurostar: 10% off, now €136.29 | Item_E on TGV: 15% off, now €118.09"
11-04-2024,1,"Item_A on DB: 30% off, now €136.33 | Item_B on DB: 30% off, now €139.33 | Item_C on DB: 10% off, now €227.61 | Item_D on DB: 30% off, now €274.33 | Item_E on DB: 10% off, now €201.91"
11-04-2025,1,"Item_A on DB: 20% off, now €124.16 | Item_B on TGV: 25% off, now €265.27 | Item_D on Eurostar: 20% off, now €134.26"
11-06-2024,1,"Item_A on TGV: 15% off, now €189.93 | Item_B on DB: 15% off, now €122.51 | Item_C on TGV: 20% off, now €142.63 | Item_D on Thalys: 20% off, now €182.06 | Item_E on DB: 20% off, now €167.10"
11-06-2026,1,"Item_A on Eurostar: 10% off, now €215.72 | Item_B on TGV: 10% off, now €125.55 | Item_D on DB: 25% off, now €162.04 | Item_E on Thalys: 10% off, now €106.06"
